110,0,1,20,0,0,WSRT
160,2,1,30,0,0,WSRT
210,1,1,40,0,0,WSRT
230,0,2,20,0,0,WSRT
260,4,1,30,0,0,WSRT
310,3,1,60,0,0,WSRT
330,2,2,40,0,0,WSRT
350,0,3,20,0,0,WSRT
410,1,2,40,0,0,WSRT
430,0,4,20,0,0,WSRT
460,2,3,30,0,0,WSRT
510,5,1,60,0,0,WSRT
530,4,2,40,0,0,WSRT
550,0,5,20,0,0,WSRT
610,3,2,80,0,0,WSRT
630,1,3,60,0,0,WSRT
650,2,4,40,0,0,WSRT
670,0,6,20,0,0,WSRT
710,0,7,20,0,0,WSRT
760,4,3,40,0,0,WSRT
780,2,5,30,0,0,WSRT
810,1,4,40,0,0,WSRT
830,0,8,20,0,0,WSRT
910,3,3,60,0,0,WSRT
930,2,6,40,0,0,WSRT
950,0,9,20,0,0,WSRT
1010,5,2,80,0,0,WSRT
1030,4,4,60,0,0,WSRT
1050,1,5,60,0,0,WSRT
1070,0,10,40,0,0,WSRT
1090,2,7,30,0,0,WSRT
1210,3,4,80,0,0,WSRT
1230,1,6,60,0,0,WSRT
1250,2,8,60,0,0,WSRT
1270,0,11,40,0,0,WSRT
1290,4,5,40,0,0,WSRT
1310,0,12,20,0,0,WSRT
1360,2,9,30,0,0,WSRT
1410,1,7,40,0,0,WSRT
1430,0,13,20,0,0,WSRT
1510,5,3,100,0,0,WSRT
1530,3,5,80,0,0,WSRT
1550,4,6,60,0,0,WSRT
1570,2,10,40,0,0,WSRT
1590,0,14,40,0,0,WSRT
1610,1,8,20,0,0,WSRT
1660,2,11,30,0,0,WSRT
1740,0,15,40,0,0,WSRT
1760,4,7,30,0,0,WSRT
1810,3,6,60,0,0,WSRT
1830,1,9,60,0,0,WSRT
1850,2,12,40,0,0,WSRT
1870,0,16,20,0,0,WSRT
1940,0,17,40,0,0,WSRT
1960,2,13,30,0,0,WSRT
2010,5,4,60,0,0,WSRT
2030,4,8,60,0,0,WSRT
2050,1,10,40,0,0,WSRT
2070,0,18,20,0,0,WSRT
2110,3,7,40,0,0,WSRT
2130,2,14,40,0,0,WSRT
2150,0,19,20,0,0,WSRT
2210,1,11,20,0,0,WSRT
2240,0,20,60,0,0,WSRT
2260,4,9,40,0,0,WSRT
2280,2,15,30,0,0,WSRT
2340,0,21,20,0,0,WSRT
2410,3,8,60,0,0,WSRT
2430,1,12,60,0,0,WSRT
2450,2,16,40,0,0,WSRT
2470,0,22,20,0,0,WSRT
2510,5,5,40,0,0,WSRT
2530,4,10,40,0,0,WSRT
2550,0,23,40,0,0,WSRT
2570,2,17,30,0,0,WSRT
2610,1,13,20,0,0,WSRT
2640,0,24,20,0,0,WSRT
2710,3,9,40,0,0,WSRT
2730,2,18,40,0,0,WSRT
2750,0,25,40,0,0,WSRT
2770,4,11,30,0,0,WSRT
2810,1,14,20,0,0,WSRT
2840,0,26,40,0,0,WSRT
2860,2,19,30,0,0,WSRT
2940,0,27,20,0,0,WSRT
3010,5,6,100,0,0,WSRT
3030,3,10,100,0,0,WSRT
3050,4,12,80,0,0,WSRT
3070,1,15,60,0,0,WSRT
3090,2,20,40,0,0,WSRT
3110,0,28,20,0,0,WSRT
3130,0,29,20,0,0,WSRT
3160,2,21,30,0,0,WSRT
3210,1,16,20,0,0,WSRT
3240,0,30,40,0,0,WSRT
3260,4,13,30,0,0,WSRT
3310,3,11,40,0,0,WSRT
3330,2,22,40,0,0,WSRT
3350,0,31,20,0,0,WSRT
3410,1,17,20,0,0,WSRT
3440,0,32,40,0,0,WSRT
3460,2,23,30,0,0,WSRT
3510,5,7,40,0,0,WSRT
3530,4,14,40,0,0,WSRT
3550,0,33,20,0,0,WSRT
3610,3,12,60,0,0,WSRT
3630,1,18,60,0,0,WSRT
3650,2,24,40,0,0,WSRT
3670,0,34,20,0,0,WSRT
3740,0,35,60,0,0,WSRT
3760,4,15,40,0,0,WSRT
3780,2,25,30,0,0,WSRT
3810,1,19,20,0,0,WSRT
3840,0,36,20,0,0,WSRT
3910,3,13,40,0,0,WSRT
