110,0,1,20,0,0,EDF
210,0,2,20,0,0,EDF
230,1,1,30,0,0,EDF
310,0,3,20,0,0,EDF
410,0,4,20,0,0,EDF
430,1,2,30,0,0,EDF
460,2,1,40,0,0,EDF
510,0,5,20,0,0,EDF
610,0,6,20,0,0,EDF
630,1,3,30,0,0,EDF
710,0,7,20,0,0,EDF
810,0,8,20,0,0,EDF
830,1,4,30,0,0,EDF
860,2,2,40,0,0,EDF
910,0,9,20,0,0,EDF
900,3,1,60,0,0,EDF
1010,0,10,20,0,0,EDF
1030,1,5,30,0,0,EDF
1110,0,11,20,0,0,EDF
1210,0,12,20,0,0,EDF
1230,1,6,30,0,0,EDF
1260,2,3,40,0,0,EDF
1310,0,13,20,0,0,EDF
1410,0,14,20,0,0,EDF
1430,1,7,30,0,0,EDF
1510,0,15,20,0,0,EDF
1610,0,16,20,0,0,EDF
1630,1,8,30,0,0,EDF
1660,2,4,40,0,0,EDF
1710,0,17,20,0,0,EDF
1700,3,2,60,0,0,EDF
1810,0,18,20,0,0,EDF
1830,1,9,30,0,0,EDF
1910,0,19,20,0,0,EDF
2010,0,20,20,0,0,EDF
2030,1,10,30,0,0,EDF
2060,2,5,40,0,0,EDF
2110,0,21,20,0,0,EDF
2210,0,22,20,0,0,EDF
2230,1,11,30,0,0,EDF
2310,0,23,20,0,0,EDF
2410,0,24,20,0,0,EDF
2430,1,12,30,0,0,EDF
2460,2,6,40,0,0,EDF
2510,0,25,20,0,0,EDF
2500,3,3,60,0,0,EDF
2610,0,26,20,0,0,EDF
2630,1,13,30,0,0,EDF
2710,0,27,20,0,0,EDF
2810,0,28,20,0,0,EDF
2830,1,14,30,0,0,EDF
2860,2,7,40,0,0,EDF
2910,0,29,20,0,0,EDF
3010,0,30,20,0,0,EDF
3030,1,15,30,0,0,EDF
3110,0,31,20,0,0,EDF
3210,0,32,20,0,0,EDF
3230,1,16,30,0,0,EDF
3260,2,8,40,0,0,EDF
3310,0,33,20,0,0,EDF
3300,3,4,60,0,0,EDF
3410,0,34,20,0,0,EDF
3430,1,17,30,0,0,EDF
3510,0,35,20,0,0,EDF
3610,0,36,20,0,0,EDF
3630,1,18,30,0,0,EDF
3660,2,9,40,0,0,EDF
3710,0,37,20,0,0,EDF
3810,0,38,20,0,0,EDF
3830,1,19,30,0,0,EDF
3910,0,39,20,0,0,EDF
4010,0,40,20,0,0,EDF
4030,1,20,30,0,0,EDF
4060,2,10,40,0,0,EDF
4110,0,41,20,0,0,EDF
4100,3,5,60,0,0,EDF
4210,0,42,20,0,0,EDF
4230,1,21,30,0,0,EDF
4310,0,43,20,0,0,EDF
4410,0,44,20,0,0,EDF
4430,1,22,30,0,0,EDF
4460,2,11,40,0,0,EDF
4510,0,45,20,0,0,EDF
